source,target,feature,clf,accuracy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,1,3,0,0.940476190476,1.0,1.0,0.9,1.0,0.8125,1.0,0.875,0.923076923077,1.0,0.941176470588,1.0,0.866666666667,0.933333333333,0.96,0.947368421053,0.969696969697,0.896551724138,0.928571428571,8,13,18,17,13,15,7,0,1,0,0,0,0,12,0,0,1,0,0,0,18,0,0,0,0,0,0,16,1,0,0,0,0,0,13,0,0,0,1,0,1,13
0,2,0,0,0.97619047619,0.875,0.941176470588,1.0,1.0,1.0,1.0,1.0,1.0,0.857142857143,1.0,1.0,1.0,0.933333333333,0.969696969697,0.923076923077,1.0,1.0,1.0,7,16,14,13,11,23,7,0,0,0,0,0,0,16,0,0,0,0,1,1,12,0,0,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,0,0,23
0,2,1,0,0.142857142857,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,10,12,19,13,11,19,0,10,0,0,0,0,0,12,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0
0,2,3,0,0.940476190476,1.0,0.933333333333,0.941176470588,0.818181818182,0.928571428571,1.0,1.0,0.933333333333,1.0,1.0,0.866666666667,0.888888888889,1.0,0.933333333333,0.969696969697,0.9,0.896551724138,0.941176470588,11,15,16,9,15,18,11,0,0,0,0,0,0,14,0,0,1,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,0,2,13,0,0,1,1,0,0,16
0,3,0,0,0.928571428571,1.0,0.923076923077,0.842105263158,0.9375,0.909090909091,1.0,0.75,0.923076923077,1.0,1.0,0.909090909091,0.941176470588,0.857142857143,0.923076923077,0.914285714286,0.967741935484,0.909090909091,0.969696969697,12,13,16,15,11,17,9,0,3,0,0,0,0,12,0,0,1,0,0,0,16,0,0,0,0,0,0,15,0,0,0,1,0,0,10,0,0,0,0,1,0,16
0,3,1,0,0.869047619048,1.0,0.65,0.866666666667,0.857142857143,1.0,1.0,0.923076923077,0.928571428571,0.928571428571,1.0,0.538461538462,0.888888888889,0.96,0.764705882353,0.896551724138,0.923076923077,0.7,0.941176470588,13,14,14,12,13,18,12,0,1,0,0,0,0,13,0,1,0,0,0,1,13,0,0,0,0,0,0,12,0,0,0,5,0,1,7,0,0,1,1,0,0,16
0,3,3,0,0.964285714286,1.0,0.95,0.916666666667,0.923076923077,1.0,1.0,1.0,1.0,0.916666666667,1.0,0.933333333333,0.933333333333,1.0,0.974358974359,0.916666666667,0.96,0.965517241379,0.965517241379,11,19,12,12,15,15,11,0,0,0,0,0,0,19,0,0,0,0,0,1,11,0,0,0,0,0,0,12,0,0,0,0,0,1,14,0,0,0,1,0,0,14
1,0,0,0,0.77380952381,0.0,1.0,0.612903225806,0.866666666667,1.0,0.791666666667,0.0,0.583333333333,0.95,1.0,0.875,1.0,0.0,0.736842105263,0.745098039216,0.928571428571,0.933333333333,0.883720930233,12,12,20,13,8,19,0,0,12,0,0,0,0,7,0,1,0,4,0,0,19,0,0,1,0,0,0,13,0,0,0,0,0,1,7,0,0,0,0,0,0,19
1,0,1,0,0.630952380952,0.0,0.416666666667,0.566666666667,0.521739130435,1.0,1.0,0.0,0.625,1.0,0.705882352941,0.153846153846,1.0,0.0,0.5,0.723404255319,0.6,0.266666666667,1.0,12,8,17,17,13,17,0,0,12,0,0,0,0,5,0,3,0,0,0,0,17,0,0,0,0,4,1,12,0,0,0,3,0,8,2,0,0,0,0,0,0,17
1,0,3,0,0.761904761905,0.0,0.857142857143,0.538461538462,0.833333333333,1.0,0.809523809524,0.0,0.8,0.875,1.0,0.846153846154,0.944444444444,0.0,0.827586206897,0.666666666667,0.909090909091,0.916666666667,0.871794871795,12,15,16,10,13,18,0,0,12,0,0,0,0,12,0,0,0,3,0,1,14,0,0,1,0,0,0,10,0,0,0,1,0,1,11,0,0,0,0,1,0,17
