device,feature,clf,accuracy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
1,5,0,0.988095238095,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.974358974359,1.0,1.0,0.979591836735,12,11,19,6,11,25,12,0,0,0,0,0,0,11,0,0,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,1,0,0,24
1,5,6,0.880952380952,1.0,1.0,0.8125,0.941176470588,1.0,0.714285714286,0.888888888889,0.909090909091,0.684210526316,1.0,1.0,0.882352941176,0.941176470588,0.952380952381,0.742857142857,0.969696969697,1.0,0.789473684211,9,11,19,16,12,17,8,0,1,0,0,0,0,10,0,1,0,0,0,0,13,0,0,6,0,0,0,16,0,0,0,0,0,0,12,0,0,0,2,0,0,15
1,5,1,0.809523809524,1.0,0.9375,0.65,0.75,0.916666666667,0.733333333333,0.9,0.882352941176,0.8125,0.818181818182,0.846153846154,0.647058823529,0.947368421053,0.909090909091,0.722222222222,0.782608695652,0.88,0.6875,10,17,16,11,13,17,9,0,1,0,0,0,0,15,0,1,0,1,0,0,13,0,0,3,0,1,0,9,1,0,0,0,0,2,11,0,0,0,6,0,0,11
1,5,5,0.845238095238,1.0,1.0,0.842105263158,0.714285714286,0.833333333333,0.714285714286,1.0,0.9375,0.842105263158,0.909090909091,0.769230769231,0.666666666667,1.0,0.967741935484,0.842105263158,0.8,0.8,0.689655172414,10,16,19,11,13,15,10,0,0,0,0,0,0,15,0,0,1,0,0,0,16,0,0,3,0,0,0,10,1,0,0,0,0,2,10,1,0,0,3,2,0,10
1,6,0,0.952380952381,1.0,0.866666666667,1.0,1.0,1.0,0.888888888889,1.0,0.866666666667,0.952380952381,1.0,1.0,0.941176470588,1.0,0.866666666667,0.975609756098,1.0,1.0,0.914285714286,5,15,21,16,10,17,5,0,0,0,0,0,0,13,0,0,0,2,0,1,20,0,0,0,0,0,0,16,0,0,0,0,0,0,10,0,0,1,0,0,0,16
1,6,6,0.857142857143,1.0,1.0,0.761904761905,1.0,0.857142857143,0.666666666667,1.0,0.916666666667,0.8,0.846153846154,1.0,0.666666666667,1.0,0.95652173913,0.780487804878,0.916666666667,0.923076923077,0.666666666667,12,12,20,13,12,15,12,0,0,0,0,0,0,11,0,0,0,1,0,0,16,0,0,4,0,0,0,11,2,0,0,0,0,0,12,0,0,0,5,0,0,10
1,6,1,0.904761904762,0.933333333333,1.0,0.909090909091,0.857142857143,0.923076923077,0.8,1.0,0.888888888889,0.714285714286,1.0,1.0,0.857142857143,0.965517241379,0.941176470588,0.8,0.923076923077,0.96,0.827586206897,14,18,14,12,12,14,14,0,0,0,0,0,0,16,0,2,0,0,1,0,10,0,0,3,0,0,0,12,0,0,0,0,0,0,12,0,0,0,1,0,1,12
1,6,5,0.797619047619,1.0,1.0,0.705882352941,0.642857142857,0.692307692308,0.666666666667,1.0,0.947368421053,0.8,0.642857142857,0.818181818182,0.5,1.0,0.972972972973,0.75,0.642857142857,0.75,0.571428571429,13,19,15,14,11,12,13,0,0,0,0,0,0,18,0,0,1,0,0,0,12,0,0,3,0,0,2,9,3,0,0,0,1,1,9,0,0,0,2,4,0,6
2,0,0,0.988095238095,1.0,0.916666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.928571428571,1.0,1.0,0.95652173913,1.0,1.0,0.962962962963,1.0,13,11,19,12,14,15,13,0,0,0,0,0,0,11,0,0,0,0,0,0,19,0,0,0,0,0,0,12,0,0,0,1,0,0,13,0,0,0,0,0,0,15
2,0,6,0.738095238095,0.8125,0.833333333333,0.608695652174,0.785714285714,1.0,0.6,0.866666666667,1.0,1.0,1.0,0.272727272727,0.333333333333,0.838709677419,0.909090909091,0.756756756757,0.88,0.428571428571,0.428571428571,15,15,14,11,11,18,13,0,0,0,0,2,0,15,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,0,2,0,1,3,3,2,1,3,8,0,0,6
