sources,target,feature,clf,accuracy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0_2_3,1,6,0,0.9375,0.882352941176,0.857142857143,1.0,1.0,1.0,0.95,1.0,0.923076923077,0.928571428571,0.9,0.777777777778,1.0,0.9375,0.888888888889,0.962962962963,0.947368421053,0.875,0.974358974359,15,13,14,10,9,19,15,0,0,0,0,0,0,12,0,0,0,1,1,0,13,0,0,0,1,0,0,9,0,0,0,2,0,0,7,0,0,0,0,0,0,19
0_2_3,1,6,6,0.3125,1.0,0.8,0.0,0.423076923077,0.170212765957,0.0,0.2,0.285714285714,0.0,1.0,1.0,0.0,0.333333333333,0.421052631579,0.0,0.594594594595,0.290909090909,0.0,10,14,17,11,8,20,2,1,0,0,7,0,0,4,0,0,10,0,0,0,0,15,2,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,0,20,0
0_2_3,1,6,1,0.15,0.114754098361,0.0,0.142857142857,0.0,0.333333333333,0.0,0.777777777778,0.0,0.0666666666667,0.0,0.4,0.0,0.2,0.0,0.0909090909091,0.0,0.363636363636,0.0,9,11,15,13,10,22,7,0,0,0,2,0,7,0,2,0,2,0,13,0,1,0,1,0,10,0,3,0,0,0,6,0,0,0,4,0,18,0,1,0,3,0
0_2_3,1,6,5,0.25,0.4375,0.333333333333,0.269230769231,0.0769230769231,0.0,0.333333333333,0.466666666667,0.1,0.35,0.222222222222,0.0,0.176470588235,0.451612903226,0.153846153846,0.304347826087,0.114285714286,0.0,0.230769230769,15,10,20,9,9,17,7,0,5,3,0,0,0,1,3,5,0,1,2,0,7,9,0,2,3,1,2,2,0,1,1,0,3,3,0,2,3,1,6,4,0,3
1_2_3,0,0,0,0.975,1.0,0.916666666667,1.0,1.0,1.0,0.947368421053,0.941176470588,0.916666666667,1.0,1.0,1.0,1.0,0.969696969697,0.916666666667,1.0,1.0,1.0,0.972972972973,17,12,14,14,5,18,16,1,0,0,0,0,0,11,0,0,0,1,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,18
1_2_3,0,0,6,0.375,0.285714285714,1.0,0.34375,0.0,0.0,0.4,0.2,0.0625,0.846153846154,0.0,0.0,1.0,0.235294117647,0.117647058824,0.488888888889,0.0,0.0,0.571428571429,10,16,13,16,9,16,2,0,2,0,0,6,3,1,3,0,0,9,2,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,0,0,16
1_2_3,0,0,1,0.3125,0.239130434783,0.0,0.777777777778,0.0,0.0,0.28,1.0,0.0,0.388888888889,0.0,0.0,0.466666666667,0.385964912281,0.0,0.518518518519,0.0,0.0,0.35,11,18,18,9,9,15,11,0,0,0,0,0,7,0,0,0,0,11,11,0,7,0,0,0,7,0,2,0,0,0,2,0,0,0,0,7,8,0,0,0,0,7
1_2_3,0,0,5,0.45,0.642857142857,0.75,0.555555555556,1.0,0.5,0.34,0.692307692308,0.176470588235,0.5,0.0909090909091,0.111111111111,0.85,0.666666666667,0.285714285714,0.526315789474,0.166666666667,0.181818181818,0.485714285714,13,17,10,11,9,20,9,0,0,0,1,3,2,3,1,0,0,11,0,0,5,0,0,5,1,0,3,1,0,6,0,0,0,0,1,8,2,1,0,0,0,17
1_2_3,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,8,14,10,9,24,15,0,0,0,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,24
1_2_3,0,1,6,0.5625,0.772727272727,0.833333333333,0.153846153846,0.428571428571,0.2,0.857142857143,1.0,0.833333333333,0.142857142857,0.818181818182,0.166666666667,0.3,0.871794871795,0.833333333333,0.148148148148,0.5625,0.181818181818,0.444444444444,17,12,14,11,6,20,17,0,0,0,0,0,0,10,1,0,0,1,0,0,2,12,0,0,0,0,2,9,0,0,5,0,0,0,1,0,0,2,8,0,4,6
1_2_3,0,1,1,0.6375,0.769230769231,0.666666666667,0.666666666667,0.384615384615,0.75,0.619047619048,0.909090909091,0.571428571429,0.4,0.5,1.0,0.619047619048,0.833333333333,0.615384615385,0.5,0.434782608696,0.857142857143,0.619047619048,11,14,15,10,9,21,10,0,0,0,1,0,0,8,0,0,0,6,0,1,6,7,0,1,0,1,3,5,0,1,0,0,0,0,9,0,3,2,0,1,2,13
1_2_3,0,1,5,0.525,0.6875,0.833333333333,0.666666666667,0.333333333333,0.75,0.371428571429,0.916666666667,0.384615384615,0.333333333333,0.25,0.461538461538,0.722222222222,0.785714285714,0.526315789474,0.444444444444,0.285714285714,0.571428571429,0.490566037736,12,13,12,12,13,18,11,0,0,0,1,0,1,5,0,0,0,7,0,0,4,4,0,4,0,0,1,3,0,8,3,1,0,0,6,3,1,0,1,2,1,13
1_2_3,0,3,0,0.9625,0.923076923077,0.9375,1.0,1.0,1.0,0.928571428571,1.0,0.9375,0.941176470588,1.0,0.875,1.0,0.96,0.9375,0.969696969697,1.0,0.933333333333,0.962962962963,12,16,17,14,8,13,12,0,0,0,0,0,0,15,0,0,0,1,1,0,16,0,0,0,0,0,0,14,0,0,0,1,0,0,7,0,0,0,0,0,0,13
1_2_3,0,3,6,0.5,0.526315789474,0.75,0.413793103448,0.0,0.0,0.535714285714,1.0,0.214285714286,0.8,0.0,0.0,0.9375,0.689655172414,0.333333333333,0.545454545455,0.0,0.0,0.681818181818,10,14,15,14,11,16,10,0,0,0,0,0,1,3,2,0,0,8,0,1,12,0,0,2,0,0,14,0,0,0,8,0,0,0,0,3,0,0,1,0,0,15
1_2_3,0,3,1,0.55,0.428571428571,0.0,0.64,0.5,0.0,0.566666666667,1.0,0.0,0.941176470588,0.2,0.0,0.944444444444,0.6,0.0,0.761904761905,0.285714285714,0.0,0.708333333333,9,19,17,10,7,18,9,0,0,0,0,0,4,0,1,2,0,12,1,0,16,0,0,0,0,0,8,2,0,0,6,0,0,0,0,1,1,0,0,0,0,17
1_2_3,0,3,5,0.4625,0.571428571429,0.833333333333,0.466666666667,0.0,0.6,0.35,0.8,0.3125,0.4375,0.0,0.272727272727,0.875,0.666666666667,0.454545454545,0.451612903226,0.0,0.375,0.5,10,16,16,11,11,16,8,0,0,0,2,0,1,5,4,0,0,6,0,0,7,0,0,9,1,0,3,0,0,7,4,0,0,0,3,4,0,1,1,0,0,14
1_2_3,0,6,0,0.9625,1.0,0.894736842105,1.0,0.928571428571,1.0,1.0,1.0,1.0,0.928571428571,0.928571428571,0.875,1.0,1.0,0.944444444444,0.962962962963,0.928571428571,0.933333333333,1.0,12,17,14,14,8,15,12,0,0,0,0,0,0,17,0,0,0,0,0,0,13,1,0,0,0,1,0,13,0,0,0,1,0,0,7,0,0,0,0,0,0,15
1_2_3,0,6,6,0.5,0.9,1.0,0.518518518519,0.0,0.0,0.380952380952,0.75,0.0555555555556,0.823529411765,0.0,0.0,1.0,0.818181818182,0.105263157895,0.636363636364,0.0,0.0,0.551724137931,12,18,17,10,7,16,9,0,0,0,0,3,1,1,3,0,0,13,0,0,14,0,0,3,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16
1_2_3,0,6,1,0.3125,0.289473684211,0.0,0.3,0.375,0.0,0.4,1.0,0.0,0.4,0.666666666667,0.0,0.0869565217391,0.448979591837,0.0,0.342857142857,0.48,0.0,0.142857142857,11,15,15,9,7,23,11,0,0,0,0,0,11,0,0,2,0,2,1,0,6,8,0,0,1,0,1,6,0,1,7,0,0,0,0,0,7,0,13,0,1,2
1_2_3,0,6,5,0.5375,0.48,1.0,0.5,0.428571428571,0.666666666667,0.5,0.857142857143,0.368421052632,0.125,0.375,0.25,0.782608695652,0.615384615385,0.538461538462,0.2,0.4,0.363636363636,0.610169491525,14,19,8,8,8,23,12,0,0,1,0,1,4,7,1,0,0,7,0,0,1,2,0,5,0,0,0,3,0,5,6,0,0,0,2,0,3,0,0,1,1,18
0_1,2,0,0,0.825,1.0,0.928571428571,0.583333333333,0.8,1.0,1.0,0.166666666667,0.8125,1.0,1.0,0.923076923077,1.0,0.285714285714,0.866666666667,0.736842105263,0.888888888889,0.96,1.0,12,16,14,12,13,13,2,0,10,0,0,0,0,13,0,3,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,1,0,0,12,0,0,0,0,0,0,13
0_1,2,0,6,0.3625,0.0,0.5,0.333333333333,0.32,1.0,0.372093023256,0.0,0.0526315789474,0.2,0.666666666667,0.125,0.941176470588,0.0,0.0952380952381,0.25,0.432432432432,0.222222222222,0.533333333333,9,19,15,12,8,17,0,1,0,4,0,4,0,1,2,4,0,12,0,0,3,8,0,4,0,0,4,8,0,0,0,0,0,0,1,7,0,0,0,1,0,16
0_1,2,0,1,0.4625,1.0,0.285714285714,0.36,0.0,0.857142857143,0.666666666667,0.0714285714286,0.133333333333,1.0,0.0,0.6,0.666666666667,0.133333333333,0.181818181818,0.529411764706,0.0,0.705882352941,0.666666666667,14,15,18,8,10,15,1,0,13,0,0,0,0,2,9,0,0,4,0,0,18,0,0,0,0,0,8,0,0,0,0,2,1,0,6,1,0,3,1,0,1,10
0_1,2,0,5,0.2,0.666666666667,0.0,0.189189189189,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.307692307692,0.0,0.318181818182,0.0,0.0,0.0,10,16,14,14,8,18,2,0,8,0,0,0,0,0,15,0,0,1,0,0,14,0,0,0,0,0,14,0,0,0,1,1,5,0,0,1,0,0,18,0,0,0
0_1,2,1,0,0.925,0.909090909091,0.866666666667,0.9,1.0,1.0,0.9375,1.0,0.928571428571,1.0,0.769230769231,0.888888888889,0.9375,0.952380952381,0.896551724138,0.947368421053,0.869565217391,0.941176470588,0.9375,10,14,18,13,9,16,10,0,0,0,0,0,0,13,0,0,0,1,0,0,18,0,0,0,0,1,2,10,0,0,0,1,0,0,8,0,1,0,0,0,0,15
0_1,2,1,6,0.4375,1.0,0.285714285714,0.6,0.7,0.333333333333,0.314285714286,0.357142857143,0.173913043478,0.6,0.7,0.25,0.733333333333,0.526315789474,0.216216216216,0.6,0.7,0.285714285714,0.44,14,23,10,10,8,15,5,1,0,0,4,4,0,4,2,2,0,15,0,3,6,1,0,0,0,1,2,7,0,0,0,1,0,0,2,5,0,4,0,0,0,11
0_1,2,1,1,0.5875,0.818181818182,0.361111111111,0.833333333333,0.571428571429,0.8,1.0,0.818181818182,0.866666666667,0.277777777778,0.571428571429,0.8,0.470588235294,0.818181818182,0.509803921569,0.416666666667,0.571428571429,0.8,0.64,11,15,18,14,5,17,9,2,0,0,0,0,1,13,1,0,0,0,0,7,5,6,0,0,0,6,0,8,0,0,0,1,0,0,4,0,1,7,0,0,1,8
0_1,2,1,5,0.5375,0.75,0.166666666667,0.833333333333,0.285714285714,0.923076923077,0.4,0.692307692308,0.222222222222,0.588235294118,0.6,0.8,0.25,0.72,0.190476190476,0.689655172414,0.387096774194,0.857142857143,0.307692307692,13,9,17,10,15,16,9,0,0,2,1,1,0,2,0,3,0,4,2,1,10,4,0,0,0,2,2,6,0,0,1,0,0,1,12,1,0,7,0,5,0,4
0_1,2,3,0,0.975,1.0,0.947368421053,0.909090909091,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0,0.923076923077,0.962962962963,0.972972972973,0.952380952381,1.0,1.0,0.96,14,18,10,13,12,13,13,0,1,0,0,0,0,18,0,0,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,12,0,0,1,0,0,0,12
0_1,2,3,6,0.4,1.0,0.4,1.0,0.205128205128,0.75,0.535714285714,0.375,0.133333333333,0.0416666666667,1.0,0.3,1.0,0.545454545455,0.2,0.08,0.340425531915,0.428571428571,0.697674418605,8,15,24,8,10,15,3,0,0,4,1,0,0,2,0,7,0,6,0,2,1,20,0,1,0,0,0,8,0,0,0,1,0,0,3,6,0,0,0,0,0,15
0_1,2,3,1,0.525,1.0,0.5,0.6,0.0,0.666666666667,0.40625,0.3,0.294117647059,0.882352941176,0.0,0.666666666667,0.928571428571,0.461538461538,0.37037037037,0.714285714286,0.0,0.666666666667,0.565217391304,10,17,17,13,9,14,3,0,0,0,3,4,0,5,0,1,0,11,0,1,15,0,0,1,0,3,10,0,0,0,0,0,0,0,6,3,0,1,0,0,0,13
0_1,2,3,5,0.4,1.0,0.333333333333,0.310344827586,0.0,0.75,1.0,0.4,0.1875,1.0,0.0,0.75,0.0833333333333,0.571428571429,0.24,0.473684210526,0.0,0.75,0.153846153846,10,16,18,16,8,12,4,0,6,0,0,0,0,3,11,0,2,0,0,0,18,0,0,0,0,3,13,0,0,0,0,0,2,0,6,0,0,3,8,0,0,1
0_1,2,6,0,0.9875,1.0,1.0,1.0,1.0,1.0,0.916666666667,1.0,0.928571428571,1.0,1.0,1.0,1.0,1.0,0.962962962963,1.0,1.0,1.0,0.95652173913,11,14,19,14,11,11,11,0,0,0,0,0,0,13,0,0,0,1,0,0,19,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,0,0,0,0,0,11
0_1,2,6,6,0.4125,0.5,0.28,0.571428571429,0.454545454545,0.0,0.2,0.333333333333,0.583333333333,0.842105263158,0.333333333333,0.0,0.0769230769231,0.4,0.378378378378,0.68085106383,0.384615384615,0.0,0.111111111111,12,12,19,15,9,13,4,1,0,4,3,0,0,7,3,1,0,1,0,2,16,0,0,1,0,1,9,5,0,0,4,3,0,0,0,2,0,11,0,1,0,1
0_1,2,6,1,0.175,0.75,0.0769230769231,0.192307692308,0.0,0.0,0.0,0.230769230769,0.0769230769231,0.769230769231,0.0,0.0,0.0,0.352941176471,0.0769230769231,0.307692307692,0.0,0.0,0.0,13,13,13,10,11,20,3,4,4,0,1,1,0,1,8,3,0,1,0,1,10,0,0,2,0,1,7,0,0,2,1,5,4,0,0,1,0,1,19,0,0,0
0_1,2,6,5,0.3875,0.888888888889,0.375,0.321428571429,1.0,0.166666666667,0.0,0.533333333333,0.2,1.0,0.142857142857,0.125,0.0,0.666666666667,0.260869565217,0.486486486486,0.25,0.142857142857,0.0,15,15,18,7,8,17,8,1,3,0,3,0,0,3,11,0,1,0,0,0,18,0,0,0,0,2,4,1,0,0,1,1,5,0,1,0,0,1,15,0,1,0
0_1,3,0,0,0.7625,0.0,1.0,0.466666666667,0.8,1.0,1.0,0.0,0.777777777778,1.0,1.0,1.0,0.947368421053,0.0,0.875,0.636363636364,0.888888888889,1.0,0.972972972973,16,9,14,12,10,19,0,0,16,0,0,0,0,7,0,2,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,1,0,18
0_1,3,0,6,0.3875,0.0,0.5,0.0,0.347826086957,0.0,0.382978723404,0.0,0.3125,0.0,1.0,0.0,0.947368421053,0.0,0.384615384615,0.0,0.516129032258,0.0,0.545454545455,16,16,11,8,10,19,0,4,0,2,0,10,0,5,0,5,0,6,0,0,0,8,0,3,0,0,0,8,0,0,0,0,0,0,0,10,0,1,0,0,0,18
0_1,3,0,1,0.4625,0.0,0.363636363636,0.714285714286,0.393939393939,1.0,1.0,0.0,0.631578947368,0.416666666667,1.0,0.444444444444,0.176470588235,0.0,0.461538461538,0.526315789474,0.565217391304,0.615384615385,0.3,10,19,12,13,9,17,0,2,0,8,0,0,0,12,2,5,0,0,0,0,5,7,0,0,0,0,0,13,0,0,0,5,0,0,4,0,0,14,0,0,0,3
0_1,3,0,5,0.2625,0.0,0.363636363636,0.1,0.27027027027,0.0,1.0,0.0,0.470588235294,0.2,0.833333333333,0.0,0.0526315789474,0.0,0.410256410256,0.133333333333,0.408163265306,0.0,0.1,13,17,10,12,9,19,0,3,2,8,0,0,0,8,3,6,0,0,0,1,2,7,0,0,0,1,1,10,0,0,0,0,9,0,0,0,0,9,3,6,0,1
0_1,3,1,0,0.7875,1.0,0.533333333333,0.782608695652,0.75,1.0,0.913043478261,0.285714285714,0.571428571429,1.0,1.0,0.454545454545,1.0,0.444444444444,0.551724137931,0.878048780488,0.857142857143,0.625,0.954545454545,7,14,18,9,11,21,2,1,3,0,0,1,0,8,2,3,0,1,0,0,18,0,0,0,0,0,0,9,0,0,0,6,0,0,5,0,0,0,0,0,0,21
0_1,3,1,6,0.4125,1.0,0.321428571429,0.458333333333,0.5,0.6,0.357142857143,0.1,0.75,0.647058823529,0.363636363636,0.428571428571,0.217391304348,0.181818181818,0.45,0.536585365854,0.421052631579,0.5,0.27027027027,10,12,17,11,7,23,1,2,1,0,2,4,0,9,2,0,0,1,0,2,11,3,0,1,0,0,7,4,0,0,0,1,0,0,3,3,0,14,3,1,0,5
0_1,3,1,1,0.6,1.0,0.576923076923,0.6,0.666666666667,0.75,0.307692307692,0.6,0.625,0.6,0.615384615385,0.857142857143,0.363636363636,0.75,0.6,0.6,0.64,0.8,0.333333333333,10,24,15,13,7,11,6,0,0,0,0,4,0,15,2,1,1,5,0,3,9,3,0,0,0,1,3,8,1,0,0,1,0,0,6,0,0,6,1,0,0,4
0_1,3,1,5,0.425,0.857142857143,0.478260869565,0.357142857143,0.25,0.666666666667,0.3,0.375,0.785714285714,0.454545454545,0.625,0.285714285714,0.176470588235,0.521739130435,0.594594594595,0.4,0.357142857143,0.4,0.222222222222,16,14,11,8,14,17,6,1,2,3,1,3,0,11,1,1,1,0,1,3,5,2,0,0,0,1,2,5,0,0,0,2,0,4,4,4,0,5,4,5,0,3
0_1,3,3,0,0.7625,0.0,0.6,0.681818181818,0.733333333333,1.0,1.0,0.0,0.8,0.9375,1.0,0.8,1.0,0.0,0.685714285714,0.789473684211,0.846153846154,0.888888888889,1.0,13,15,16,11,10,15,0,5,7,1,0,0,0,12,0,3,0,0,0,1,15,0,0,0,0,0,0,11,0,0,0,2,0,0,8,0,0,0,0,0,0,15
0_1,3,3,6,0.3375,0.0,0.44,0.333333333333,0.285714285714,0.0,0.333333333333,0.0,0.578947368421,0.0588235294118,0.857142857143,0.0,0.230769230769,0.0,0.5,0.1,0.428571428571,0.0,0.272727272727,12,19,17,14,5,13,0,0,0,12,0,0,0,11,1,3,0,4,0,1,1,15,0,0,1,0,1,12,0,0,0,3,0,0,0,2,0,10,0,0,0,3
0_1,3,3,1,0.375,0.0,0.333333333333,0.5,0.358974358974,1.0,0.0,0.0,0.846153846154,0.117647058824,0.933333333333,0.6,0.0,0.0,0.478260869565,0.190476190476,0.518518518519,0.75,0.0,15,13,17,15,5,15,0,7,0,7,0,1,0,11,1,1,0,0,0,1,2,14,0,0,0,0,1,14,0,0,0,2,0,0,3,0,0,12,0,3,0,0
0_1,3,3,5,0.325,1.0,0.323529411765,0.0,0.305555555556,1.0,0.0,0.230769230769,0.846153846154,0.0,0.733333333333,0.166666666667,0.0,0.375,0.468085106383,0.0,0.43137254902,0.285714285714,0.0,13,13,17,15,6,16,3,2,0,7,0,1,0,11,0,2,0,0,0,8,0,9,0,0,0,4,0,11,0,0,0,1,4,0,1,0,0,8,1,7,0,0
0_1,3,6,0,0.8125,1.0,0.923076923077,0.666666666667,0.666666666667,0.777777777778,1.0,0.111111111111,0.75,0.875,1.0,1.0,0.954545454545,0.2,0.827586206897,0.756756756757,0.8,0.875,0.976744186047,9,16,16,10,7,22,1,1,7,0,0,0,0,12,0,2,2,0,0,0,14,2,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,1,0,21
0_1,3,6,6,0.2875,1.0,0.277777777778,0.0,0.208333333333,1.0,0.305555555556,0.0666666666667,0.277777777778,0.0,1.0,0.111111111111,0.611111111111,0.125,0.277777777778,0.0,0.344827586207,0.2,0.407407407407,15,18,15,5,9,18,1,3,0,2,0,9,0,5,0,5,0,8,0,1,0,12,0,2,0,0,0,5,0,0,0,2,0,0,1,6,0,7,0,0,0,11
0_1,3,6,1,0.1875,0.0,0.357142857143,0.5,0.162162162162,0.0,0.0454545454545,0.0,0.294117647059,0.1875,0.6,0.0,0.047619047619,0.0,0.322580645161,0.272727272727,0.255319148936,0.0,0.046511627907,10,17,16,10,6,21,0,3,0,6,0,1,0,5,1,6,0,5,0,0,3,1,1,11,0,0,1,6,0,3,0,4,1,0,0,1,0,2,0,18,0,1
0_1,3,6,5,0.325,0.857142857143,0.433333333333,0.125,0.294117647059,1.0,0.0,0.6,0.65,0.111111111111,0.384615384615,0.2,0.0,0.705882352941,0.52,0.117647058824,0.333333333333,0.333333333333,0.0,10,20,9,13,5,23,6,2,0,0,0,2,0,13,0,2,0,5,0,1,1,1,0,6,1,2,2,5,0,3,0,0,3,0,1,1,0,12,2,9,0,0
0_2,1,0,0,0.9625,0.933333333333,1.0,1.0,1.0,0.888888888889,0.954545454545,1.0,0.875,0.9,1.0,1.0,1.0,0.965517241379,0.933333333333,0.947368421053,1.0,0.941176470588,0.976744186047,14,16,10,11,8,21,14,0,0,0,0,0,0,14,0,0,1,1,1,0,9,0,0,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,0,0,21
0_2,1,0,6,0.45,0.777777777778,1.0,0.5,0.625,0.1875,0.321428571429,0.7,0.0909090909091,0.1,1.0,0.272727272727,0.391304347826,0.736842105263,0.166666666667,0.166666666667,0.769230769231,0.222222222222,0.352941176471,10,11,10,15,11,23,7,0,0,0,0,3,0,1,1,1,0,8,0,0,1,8,0,1,0,0,0,15,0,0,1,0,0,0,3,7,1,0,0,0,13,9
0_2,1,0,1,0.125,1.0,0.0,0.0,1.0,0.115942028986,0.0,0.111111111111,0.0,0.0,0.0625,1.0,0.0,0.2,0.0,0.0,0.117647058824,0.207792207792,0.0,9,13,16,16,8,18,1,1,0,0,7,0,0,0,0,0,13,0,0,4,0,0,12,0,0,4,0,1,11,0,0,0,0,0,8,0,0,0,0,0,18,0
0_2,1,0,5,0.1625,1.0,1.0,0.0,0.333333333333,0.0735294117647,0.0,0.454545454545,0.1,0.0,0.222222222222,1.0,0.0,0.625,0.181818181818,0.0,0.266666666667,0.13698630137,0.0,11,10,21,9,5,24,5,0,0,0,6,0,0,1,0,1,8,0,0,0,0,3,18,0,0,0,0,2,7,0,0,0,0,0,5,0,0,0,0,0,24,0
0_2,1,1,0,0.95,0.764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.733333333333,0.866666666667,1.0,1.0,1.0,1.0,0.846153846154,13,18,10,15,9,15,13,0,0,0,0,0,0,18,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,9,0,4,0,0,0,0,11
0_2,1,1,6,0.4625,0.888888888889,0.4,0.7,0.666666666667,0.263157894737,0.176470588235,0.571428571429,0.266666666667,0.5,0.909090909091,0.555555555556,0.176470588235,0.695652173913,0.32,0.583333333333,0.769230769231,0.357142857143,0.176470588235,14,15,14,11,9,17,8,0,0,0,6,0,0,4,2,1,0,8,0,1,7,4,0,2,0,0,1,10,0,0,0,0,0,0,5,4,1,5,0,0,8,3
0_2,1,1,1,0.575,0.785714285714,0.388888888889,0.571428571429,0.777777777778,0.833333333333,0.333333333333,0.916666666667,0.5,0.8,0.5,0.833333333333,0.210526315789,0.846153846154,0.4375,0.666666666667,0.608695652174,0.833333333333,0.258064516129,12,14,15,14,6,19,11,0,0,0,0,1,0,7,1,0,0,6,0,1,12,2,0,0,0,0,7,7,0,0,0,0,0,0,5,1,3,10,1,0,1,4
0_2,1,1,5,0.625,0.888888888889,0.5625,0.928571428571,0.545454545455,0.444444444444,0.47619047619,0.533333333333,0.642857142857,0.684210526316,0.666666666667,0.571428571429,0.625,0.666666666667,0.6,0.787878787879,0.6,0.5,0.540540540541,15,14,19,9,7,16,8,0,1,0,5,1,0,9,0,0,0,5,0,1,13,5,0,0,0,0,0,6,0,3,0,1,0,0,4,2,1,5,0,0,0,10
0_2,1,3,0,0.95,1.0,0.944444444444,1.0,0.75,1.0,1.0,0.928571428571,1.0,0.928571428571,1.0,0.875,0.944444444444,0.962962962963,0.971428571429,0.962962962963,0.857142857143,0.933333333333,0.971428571429,14,17,14,9,8,18,13,0,0,1,0,0,0,17,0,0,0,0,0,0,13,1,0,0,0,0,0,9,0,0,0,1,0,0,7,0,0,0,0,1,0,17
0_2,1,3,6,0.475,0.8,1.0,1.0,0.444444444444,0.285714285714,0.347826086957,0.8,0.111111111111,0.25,1.0,0.5,0.5,0.8,0.2,0.4,0.615384615385,0.363636363636,0.410256410256,10,18,16,12,8,16,8,0,0,0,2,0,1,2,0,4,1,10,0,0,4,11,0,1,0,0,0,12,0,0,0,0,0,0,4,4,1,0,0,0,7,8
0_2,1,3,1,0.5375,0.875,0.647058823529,0.6,0.4,0.3125,0.777777777778,0.7,0.647058823529,0.166666666667,0.833333333333,1.0,0.388888888889,0.777777777778,0.647058823529,0.260869565217,0.540540540541,0.47619047619,0.518518518519,10,17,18,12,5,18,7,1,0,0,0,2,0,11,1,1,4,0,0,1,3,14,0,0,1,0,1,10,0,0,0,0,0,0,5,0,0,4,0,0,7,7
0_2,1,3,5,0.425,0.75,0.444444444444,0.5,0.382352941176,0.37037037037,0.0,0.6,0.4,0.0454545454545,0.928571428571,1.0,0.0,0.666666666667,0.421052631579,0.0833333333333,0.541666666667,0.540540540541,0.0,10,10,22,14,10,14,6,0,0,0,4,0,0,4,1,3,2,0,2,1,1,16,2,0,0,0,0,13,1,0,0,0,0,0,10,0,0,4,0,2,8,0
0_2,1,6,0,0.975,1.0,1.0,1.0,0.9,1.0,0.947368421053,1.0,0.882352941176,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.947368421053,1.0,0.972972972973,10,17,12,9,14,18,10,0,0,0,0,0,0,15,0,1,0,1,0,0,12,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0,18
0_2,1,6,6,0.525,0.928571428571,0.52380952381,0.0,0.387096774194,0.333333333333,1.0,0.866666666667,0.647058823529,0.0,1.0,0.444444444444,0.142857142857,0.896551724138,0.578947368421,0.0,0.558139534884,0.380952380952,0.25,15,17,13,12,9,14,13,1,0,1,0,0,0,11,0,6,0,0,0,1,0,12,0,0,0,0,0,12,0,0,0,5,0,0,4,0,1,3,0,0,8,2
0_2,1,6,1,0.1375,0.111111111111,0.0,0.4,0.0,0.105263157895,0.285714285714,0.625,0.0,0.111111111111,0.0,0.222222222222,0.117647058824,0.188679245283,0.0,0.173913043478,0.0,0.142857142857,0.166666666667,8,17,18,11,9,17,5,0,1,0,2,0,7,0,2,0,6,2,10,0,2,1,4,1,7,1,0,0,2,1,4,2,0,0,2,1,12,0,0,0,3,2
0_2,1,6,5,0.1875,0.111111111111,0.277777777778,0.185185185185,0.111111111111,0.0,0.25,0.0833333333333,0.227272727273,0.416666666667,0.2,0.0,0.125,0.0952380952381,0.25,0.25641025641,0.142857142857,0.0,0.166666666667,12,22,12,10,8,16,1,2,3,3,0,3,5,5,5,7,0,0,1,2,5,3,0,1,1,1,4,2,0,2,1,1,4,2,0,0,0,7,6,1,0,2
0_2,3,0,0,0.9125,0.846153846154,1.0,1.0,0.642857142857,1.0,1.0,1.0,0.6875,0.944444444444,1.0,1.0,0.9375,0.916666666667,0.814814814815,0.971428571429,0.782608695652,1.0,0.967741935484,11,16,18,9,10,16,11,0,0,0,0,0,0,11,0,5,0,0,1,0,17,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,1,0,0,0,0,15
0_2,3,0,6,0.3625,0.0,0.0,0.0,0.333333333333,0.0,0.386363636364,0.0,0.0,0.0,1.0,0.0,0.944444444444,0.0,0.0,0.0,0.5,0.0,0.548387096774,10,18,14,12,8,18,0,0,0,5,0,5,0,0,0,5,0,13,0,0,0,13,0,1,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,1,0,17
